gene_acc	Homo_seqid	OG	symbol	Hydractinia_seqid
NP_982260.2	Homo_42636	OG0000031	ASCL4	Hs_planula_t.41621
NP_982260.2	Homo_42636	OG0000031	ASCL4	Hs_planula_t.77392
NP_982260.2	Homo_42636	OG0000031	ASCL4	Hs_planula_t.92303
NP_803238.1	Homo_26236	OG0000031	BHLHA15	Hs_planula_t.18117
NP_803238.1	Homo_26236	OG0000031	BHLHA15	Hs_planula_t.23405
NP_803238.1	Homo_26236	OG0000031	BHLHA15	Hs_planula_t.24808
NP_803238.1	Homo_26236	OG0000031	BHLHA15	Hs_planula_t.30651
NP_803238.1	Homo_26236	OG0000031	BHLHA15	Hs_planula_t.41621
NP_803238.1	Homo_26236	OG0000031	BHLHA15	Hs_planula_t.77392
NP_803238.1	Homo_26236	OG0000031	BHLHA15	Hs_planula_t.92303
NP_660161.1	Homo_34028	OG0000031	ATOH7	Hs_planula_t.18117
NP_660161.1	Homo_34028	OG0000031	ATOH7	Hs_planula_t.23405
NP_660161.1	Homo_34028	OG0000031	ATOH7	Hs_planula_t.24808
NP_660161.1	Homo_34028	OG0000031	ATOH7	Hs_planula_t.30651
NP_660161.1	Homo_34028	OG0000031	ATOH7	Hs_planula_t.41621
NP_660161.1	Homo_34028	OG0000031	ATOH7	Hs_planula_t.77392
NP_660161.1	Homo_34028	OG0000031	ATOH7	Hs_planula_t.92303
NP_690862.1	Homo_24998	OG0000031	FERD3L	Hs_planula_t.18117
NP_690862.1	Homo_24998	OG0000031	FERD3L	Hs_planula_t.23405
NP_690862.1	Homo_24998	OG0000031	FERD3L	Hs_planula_t.24808
NP_690862.1	Homo_24998	OG0000031	FERD3L	Hs_planula_t.30651
NP_690862.1	Homo_24998	OG0000031	FERD3L	Hs_planula_t.41621
NP_690862.1	Homo_24998	OG0000031	FERD3L	Hs_planula_t.77392
NP_690862.1	Homo_24998	OG0000031	FERD3L	Hs_planula_t.92303
NP_835455.1	Homo_33245	OG0000031	PTF1A	Hs_planula_t.18117
NP_835455.1	Homo_33245	OG0000031	PTF1A	Hs_planula_t.23405
NP_835455.1	Homo_33245	OG0000031	PTF1A	Hs_planula_t.24808
NP_835455.1	Homo_33245	OG0000031	PTF1A	Hs_planula_t.30651
NP_835455.1	Homo_33245	OG0000031	PTF1A	Hs_planula_t.41621
NP_835455.1	Homo_33245	OG0000031	PTF1A	Hs_planula_t.77392
NP_835455.1	Homo_33245	OG0000031	PTF1A	Hs_planula_t.92303
NP_001004311.2	Homo_8220	OG0000031	FIGLA	Hs_planula_t.18117
NP_001004311.2	Homo_8220	OG0000031	FIGLA	Hs_planula_t.23405
NP_001004311.2	Homo_8220	OG0000031	FIGLA	Hs_planula_t.24808
NP_001004311.2	Homo_8220	OG0000031	FIGLA	Hs_planula_t.30651
NP_001004311.2	Homo_8220	OG0000031	FIGLA	Hs_planula_t.41621
NP_001004311.2	Homo_8220	OG0000031	FIGLA	Hs_planula_t.77392
NP_001004311.2	Homo_8220	OG0000031	FIGLA	Hs_planula_t.92303
NP_005574.2	Homo_57663	OG0000031	LYL1	Hs_planula_t.18117
NP_005574.2	Homo_57663	OG0000031	LYL1	Hs_planula_t.23405
NP_005574.2	Homo_57663	OG0000031	LYL1	Hs_planula_t.24808
NP_005574.2	Homo_57663	OG0000031	LYL1	Hs_planula_t.30651
NP_005574.2	Homo_57663	OG0000031	LYL1	Hs_planula_t.41621
NP_005574.2	Homo_57663	OG0000031	LYL1	Hs_planula_t.77392
NP_005574.2	Homo_57663	OG0000031	LYL1	Hs_planula_t.92303
NP_004307.2	Homo_42549	OG0000031	ASCL1	Hs_planula_t.18117
NP_004307.2	Homo_42549	OG0000031	ASCL1	Hs_planula_t.23405
NP_004307.2	Homo_42549	OG0000031	ASCL1	Hs_planula_t.24808
NP_004307.2	Homo_42549	OG0000031	ASCL1	Hs_planula_t.30651
NP_004307.2	Homo_42549	OG0000031	ASCL1	Hs_planula_t.41621
NP_004307.2	Homo_42549	OG0000031	ASCL1	Hs_planula_t.77392
NP_004307.2	Homo_42549	OG0000031	ASCL1	Hs_planula_t.92303
NP_005161.1	Homo_36123	OG0000031	ASCL2	Hs_planula_t.18117
NP_005161.1	Homo_36123	OG0000031	ASCL2	Hs_planula_t.23405
NP_005161.1	Homo_36123	OG0000031	ASCL2	Hs_planula_t.24808
NP_005161.1	Homo_36123	OG0000031	ASCL2	Hs_planula_t.30651
NP_005161.1	Homo_36123	OG0000031	ASCL2	Hs_planula_t.41621
NP_005161.1	Homo_36123	OG0000031	ASCL2	Hs_planula_t.77392
NP_005161.1	Homo_36123	OG0000031	ASCL2	Hs_planula_t.92303
NP_005163.1	Homo_17319	OG0000031	ATOH1	Hs_planula_t.18117
NP_005163.1	Homo_17319	OG0000031	ATOH1	Hs_planula_t.23405
NP_005163.1	Homo_17319	OG0000031	ATOH1	Hs_planula_t.24808
NP_005163.1	Homo_17319	OG0000031	ATOH1	Hs_planula_t.30651
NP_005163.1	Homo_17319	OG0000031	ATOH1	Hs_planula_t.41621
NP_005163.1	Homo_17319	OG0000031	ATOH1	Hs_planula_t.77392
NP_005163.1	Homo_17319	OG0000031	ATOH1	Hs_planula_t.92303
NP_006152.2	Homo_20084	OG0000031	NEUROG1	Hs_planula_t.18117
NP_006152.2	Homo_20084	OG0000031	NEUROG1	Hs_planula_t.23405
NP_006152.2	Homo_20084	OG0000031	NEUROG1	Hs_planula_t.24808
NP_006152.2	Homo_20084	OG0000031	NEUROG1	Hs_planula_t.30651
NP_006152.2	Homo_20084	OG0000031	NEUROG1	Hs_planula_t.41621
NP_006152.2	Homo_20084	OG0000031	NEUROG1	Hs_planula_t.77392
NP_006152.2	Homo_20084	OG0000031	NEUROG1	Hs_planula_t.92303
NP_005589.1	Homo_4915	OG0000031	NHLH1	Hs_planula_t.18117
NP_005589.1	Homo_4915	OG0000031	NHLH1	Hs_planula_t.23405
NP_005589.1	Homo_4915	OG0000031	NHLH1	Hs_planula_t.24808
NP_005589.1	Homo_4915	OG0000031	NHLH1	Hs_planula_t.30651
NP_005589.1	Homo_4915	OG0000031	NHLH1	Hs_planula_t.41621
NP_005589.1	Homo_4915	OG0000031	NHLH1	Hs_planula_t.77392
NP_005589.1	Homo_4915	OG0000031	NHLH1	Hs_planula_t.92303
NP_001104531.1	Homo_3519	OG0000031	NHLH2	Hs_planula_t.18117
NP_001104531.1	Homo_3519	OG0000031	NHLH2	Hs_planula_t.23405
NP_001104531.1	Homo_3519	OG0000031	NHLH2	Hs_planula_t.24808
NP_001104531.1	Homo_3519	OG0000031	NHLH2	Hs_planula_t.30651
NP_001104531.1	Homo_3519	OG0000031	NHLH2	Hs_planula_t.41621
NP_001104531.1	Homo_3519	OG0000031	NHLH2	Hs_planula_t.77392
NP_001104531.1	Homo_3519	OG0000031	NHLH2	Hs_planula_t.92303
NP_066279.2	Homo_34095	OG0000031	NEUROG3	Hs_planula_t.18117
NP_066279.2	Homo_34095	OG0000031	NEUROG3	Hs_planula_t.23405
NP_066279.2	Homo_34095	OG0000031	NEUROG3	Hs_planula_t.24808
NP_066279.2	Homo_34095	OG0000031	NEUROG3	Hs_planula_t.30651
NP_066279.2	Homo_34095	OG0000031	NEUROG3	Hs_planula_t.41621
NP_066279.2	Homo_34095	OG0000031	NEUROG3	Hs_planula_t.77392
NP_066279.2	Homo_34095	OG0000031	NEUROG3	Hs_planula_t.92303
NP_002491.3	Homo_10199	OG0000031	NEUROD1	Hs_planula_t.18117
NP_002491.3	Homo_10199	OG0000031	NEUROD1	Hs_planula_t.23405
NP_002491.3	Homo_10199	OG0000031	NEUROD1	Hs_planula_t.24808
NP_002491.3	Homo_10199	OG0000031	NEUROD1	Hs_planula_t.30651
NP_002491.3	Homo_10199	OG0000031	NEUROD1	Hs_planula_t.41621
NP_002491.3	Homo_10199	OG0000031	NEUROD1	Hs_planula_t.77392
NP_002491.3	Homo_10199	OG0000031	NEUROD1	Hs_planula_t.92303
NP_065697.1	Homo_36469	OG0000031	ASCL3	Hs_planula_t.18117
NP_065697.1	Homo_36469	OG0000031	ASCL3	Hs_planula_t.23405
NP_065697.1	Homo_36469	OG0000031	ASCL3	Hs_planula_t.24808
NP_065697.1	Homo_36469	OG0000031	ASCL3	Hs_planula_t.30651
NP_065697.1	Homo_36469	OG0000031	ASCL3	Hs_planula_t.41621
NP_065697.1	Homo_36469	OG0000031	ASCL3	Hs_planula_t.77392
NP_065697.1	Homo_36469	OG0000031	ASCL3	Hs_planula_t.92303
NP_067014.2	Homo_41557	OG0000031	NEUROD4	Hs_planula_t.18117
NP_067014.2	Homo_41557	OG0000031	NEUROD4	Hs_planula_t.23405
NP_067014.2	Homo_41557	OG0000031	NEUROD4	Hs_planula_t.24808
NP_067014.2	Homo_41557	OG0000031	NEUROD4	Hs_planula_t.30651
NP_067014.2	Homo_41557	OG0000031	NEUROD4	Hs_planula_t.41621
NP_067014.2	Homo_41557	OG0000031	NEUROD4	Hs_planula_t.77392
NP_067014.2	Homo_41557	OG0000031	NEUROD4	Hs_planula_t.92303
NP_076924.1	Homo_17597	OG0000031	NEUROG2	Hs_planula_t.18117
NP_076924.1	Homo_17597	OG0000031	NEUROG2	Hs_planula_t.23405
NP_076924.1	Homo_17597	OG0000031	NEUROG2	Hs_planula_t.24808
NP_076924.1	Homo_17597	OG0000031	NEUROG2	Hs_planula_t.30651
NP_076924.1	Homo_17597	OG0000031	NEUROG2	Hs_planula_t.41621
NP_076924.1	Homo_17597	OG0000031	NEUROG2	Hs_planula_t.77392
NP_076924.1	Homo_17597	OG0000031	NEUROG2	Hs_planula_t.92303
NP_001073983.1	Homo_29904	OG0000031	SCX	Hs_planula_t.18117
NP_001073983.1	Homo_29904	OG0000031	SCX	Hs_planula_t.23405
NP_001073983.1	Homo_29904	OG0000031	SCX	Hs_planula_t.24808
NP_001073983.1	Homo_29904	OG0000031	SCX	Hs_planula_t.30651
NP_001073983.1	Homo_29904	OG0000031	SCX	Hs_planula_t.41621
NP_001073983.1	Homo_29904	OG0000031	SCX	Hs_planula_t.77392
NP_001073983.1	Homo_29904	OG0000031	SCX	Hs_planula_t.92303
NP_001257530.1	Homo_5748	OG0000031	ASCL5	Hs_planula_t.18117
NP_001257530.1	Homo_5748	OG0000031	ASCL5	Hs_planula_t.23405
NP_001257530.1	Homo_5748	OG0000031	ASCL5	Hs_planula_t.24808
NP_001257530.1	Homo_5748	OG0000031	ASCL5	Hs_planula_t.30651
NP_001257530.1	Homo_5748	OG0000031	ASCL5	Hs_planula_t.41621
NP_001257530.1	Homo_5748	OG0000031	ASCL5	Hs_planula_t.77392
NP_001257530.1	Homo_5748	OG0000031	ASCL5	Hs_planula_t.92303
NP_001277335.1	Homo_2208	OG0000031	TAL1	Hs_planula_t.18117
NP_001277335.1	Homo_2208	OG0000031	TAL1	Hs_planula_t.23405
NP_001277335.1	Homo_2208	OG0000031	TAL1	Hs_planula_t.24808
NP_001277335.1	Homo_2208	OG0000031	TAL1	Hs_planula_t.30651
NP_001277335.1	Homo_2208	OG0000031	TAL1	Hs_planula_t.41621
NP_001277335.1	Homo_2208	OG0000031	TAL1	Hs_planula_t.77392
NP_001277335.1	Homo_2208	OG0000031	TAL1	Hs_planula_t.92303
NP_005412.1	Homo_31495	OG0000031	TAL2	Hs_planula_t.18117
NP_005412.1	Homo_31495	OG0000031	TAL2	Hs_planula_t.23405
NP_005412.1	Homo_31495	OG0000031	TAL2	Hs_planula_t.24808
NP_005412.1	Homo_31495	OG0000031	TAL2	Hs_planula_t.30651
NP_005412.1	Homo_31495	OG0000031	TAL2	Hs_planula_t.41621
NP_005412.1	Homo_31495	OG0000031	TAL2	Hs_planula_t.77392
NP_005412.1	Homo_31495	OG0000031	TAL2	Hs_planula_t.92303
NP_004600.2	Homo_60873	OG0000031	TCF15	Hs_planula_t.18117
NP_004600.2	Homo_60873	OG0000031	TCF15	Hs_planula_t.23405
NP_004600.2	Homo_60873	OG0000031	TCF15	Hs_planula_t.24808
NP_004600.2	Homo_60873	OG0000031	TCF15	Hs_planula_t.30651
NP_004600.2	Homo_60873	OG0000031	TCF15	Hs_planula_t.41621
NP_004600.2	Homo_60873	OG0000031	TCF15	Hs_planula_t.77392
NP_004600.2	Homo_60873	OG0000031	TCF15	Hs_planula_t.92303
NP_003197.2	Homo_24075	OG0000031	TCF21	Hs_planula_t.18117
NP_003197.2	Homo_24075	OG0000031	TCF21	Hs_planula_t.23405
NP_003197.2	Homo_24075	OG0000031	TCF21	Hs_planula_t.24808
NP_003197.2	Homo_24075	OG0000031	TCF21	Hs_planula_t.30651
NP_003197.2	Homo_24075	OG0000031	TCF21	Hs_planula_t.41621
NP_003197.2	Homo_24075	OG0000031	TCF21	Hs_planula_t.77392
NP_003197.2	Homo_24075	OG0000031	TCF21	Hs_planula_t.92303
NP_000465.1	Homo_24997	OG0000031	TWIST1	Hs_planula_t.18117
NP_000465.1	Homo_24997	OG0000031	TWIST1	Hs_planula_t.23405
NP_000465.1	Homo_24997	OG0000031	TWIST1	Hs_planula_t.24808
NP_000465.1	Homo_24997	OG0000031	TWIST1	Hs_planula_t.30651
NP_000465.1	Homo_24997	OG0000031	TWIST1	Hs_planula_t.41621
NP_000465.1	Homo_24997	OG0000031	TWIST1	Hs_planula_t.77392
NP_000465.1	Homo_24997	OG0000031	TWIST1	Hs_planula_t.92303
NP_116216.2	Homo_8516	OG0000031	ATOH8	Hs_planula_t.18117
NP_116216.2	Homo_8516	OG0000031	ATOH8	Hs_planula_t.23405
NP_116216.2	Homo_8516	OG0000031	ATOH8	Hs_planula_t.24808
NP_116216.2	Homo_8516	OG0000031	ATOH8	Hs_planula_t.30651
NP_116216.2	Homo_8516	OG0000031	ATOH8	Hs_planula_t.41621
NP_116216.2	Homo_8516	OG0000031	ATOH8	Hs_planula_t.77392
NP_116216.2	Homo_8516	OG0000031	ATOH8	Hs_planula_t.92303
NP_005089.2	Homo_28897	OG0000031	MSC	Hs_planula_t.18117
NP_005089.2	Homo_28897	OG0000031	MSC	Hs_planula_t.23405
NP_005089.2	Homo_28897	OG0000031	MSC	Hs_planula_t.24808
NP_005089.2	Homo_28897	OG0000031	MSC	Hs_planula_t.30651
NP_005089.2	Homo_28897	OG0000031	MSC	Hs_planula_t.41621
NP_005089.2	Homo_28897	OG0000031	MSC	Hs_planula_t.77392
NP_005089.2	Homo_28897	OG0000031	MSC	Hs_planula_t.92303
NP_115896.1	Homo_21881	OG0000043	PGBD1	Hs_planula_t.10297
NP_115896.1	Homo_21881	OG0000043	PGBD1	Hs_planula_t.10921
NP_115896.1	Homo_21881	OG0000043	PGBD1	Hs_planula_t.11365
NP_115896.1	Homo_21881	OG0000043	PGBD1	Hs_planula_t.1690
NP_115896.1	Homo_21881	OG0000043	PGBD1	Hs_planula_t.21200
NP_115896.1	Homo_21881	OG0000043	PGBD1	Hs_planula_t.28
NP_115896.1	Homo_21881	OG0000043	PGBD1	Hs_planula_t.35505
NP_115896.1	Homo_21881	OG0000043	PGBD1	Hs_planula_t.936
NP_001138722.1	Homo_10063	OG0000051	SP9	Hs_planula_t.28757
NP_001138722.1	Homo_10063	OG0000051	SP9	Hs_planula_t.4738
NP_001138722.1	Homo_10063	OG0000051	SP9	Hs_planula_t.47485
NP_001138722.1	Homo_10063	OG0000051	SP9	Hs_planula_t.48175
NP_001138722.1	Homo_10063	OG0000051	SP9	Hs_planula_t.5285
NP_001138722.1	Homo_10063	OG0000051	SP9	Hs_planula_t.74718
NP_001138722.1	Homo_10063	OG0000051	SP9	Hs_planula_t.76452
NP_001138722.1	Homo_10063	OG0000051	SP9	Hs_planula_t.91285
NP_057354.1	Homo_57856	OG0000051	KLF2	Hs_planula_t.28757
NP_057354.1	Homo_57856	OG0000051	KLF2	Hs_planula_t.4738
NP_057354.1	Homo_57856	OG0000051	KLF2	Hs_planula_t.47485
NP_057354.1	Homo_57856	OG0000051	KLF2	Hs_planula_t.48175
NP_057354.1	Homo_57856	OG0000051	KLF2	Hs_planula_t.5285
NP_057354.1	Homo_57856	OG0000051	KLF2	Hs_planula_t.74718
NP_057354.1	Homo_57856	OG0000051	KLF2	Hs_planula_t.76452
NP_057354.1	Homo_57856	OG0000051	KLF2	Hs_planula_t.91285
NP_006554.1	Homo_57638	OG0000051	KLF1	Hs_planula_t.28757
NP_006554.1	Homo_57638	OG0000051	KLF1	Hs_planula_t.4738
NP_006554.1	Homo_57638	OG0000051	KLF1	Hs_planula_t.47485
NP_006554.1	Homo_57638	OG0000051	KLF1	Hs_planula_t.48175
NP_006554.1	Homo_57638	OG0000051	KLF1	Hs_planula_t.5285
NP_006554.1	Homo_57638	OG0000051	KLF1	Hs_planula_t.74718
NP_006554.1	Homo_57638	OG0000051	KLF1	Hs_planula_t.76452
NP_006554.1	Homo_57638	OG0000051	KLF1	Hs_planula_t.91285
NP_009180.3	Homo_44144	OG0000051	KLF12	Hs_planula_t.28757
NP_009180.3	Homo_44144	OG0000051	KLF12	Hs_planula_t.4738
NP_009180.3	Homo_44144	OG0000051	KLF12	Hs_planula_t.47485
NP_009180.3	Homo_44144	OG0000051	KLF12	Hs_planula_t.48175
NP_009180.3	Homo_44144	OG0000051	KLF12	Hs_planula_t.5285
NP_009180.3	Homo_44144	OG0000051	KLF12	Hs_planula_t.74718
NP_009180.3	Homo_44144	OG0000051	KLF12	Hs_planula_t.76452
NP_009180.3	Homo_44144	OG0000051	KLF12	Hs_planula_t.91285
NP_690599.1	Homo_41424	OG0000051	SP7	Hs_planula_t.28757
NP_690599.1	Homo_41424	OG0000051	SP7	Hs_planula_t.4738
NP_690599.1	Homo_41424	OG0000051	SP7	Hs_planula_t.47485
NP_690599.1	Homo_41424	OG0000051	SP7	Hs_planula_t.48175
NP_690599.1	Homo_41424	OG0000051	SP7	Hs_planula_t.5285
NP_690599.1	Homo_41424	OG0000051	SP7	Hs_planula_t.74718
NP_690599.1	Homo_41424	OG0000051	SP7	Hs_planula_t.76452
NP_690599.1	Homo_41424	OG0000051	SP7	Hs_planula_t.91285
NP_001291.3	Homo_32887	OG0000051	KLF6	Hs_planula_t.28757
NP_001291.3	Homo_32887	OG0000051	KLF6	Hs_planula_t.4738
NP_001291.3	Homo_32887	OG0000051	KLF6	Hs_planula_t.47485
NP_001291.3	Homo_32887	OG0000051	KLF6	Hs_planula_t.48175
NP_001291.3	Homo_32887	OG0000051	KLF6	Hs_planula_t.5285
NP_001291.3	Homo_32887	OG0000051	KLF6	Hs_planula_t.74718
NP_001291.3	Homo_32887	OG0000051	KLF6	Hs_planula_t.76452
NP_001291.3	Homo_32887	OG0000051	KLF6	Hs_planula_t.91285
NP_619638.2	Homo_27071	OG0000051	KLF14	Hs_planula_t.28757
NP_619638.2	Homo_27071	OG0000051	KLF14	Hs_planula_t.4738
NP_619638.2	Homo_27071	OG0000051	KLF14	Hs_planula_t.47485
NP_619638.2	Homo_27071	OG0000051	KLF14	Hs_planula_t.48175
NP_619638.2	Homo_27071	OG0000051	KLF14	Hs_planula_t.5285
NP_619638.2	Homo_27071	OG0000051	KLF14	Hs_planula_t.74718
NP_619638.2	Homo_27071	OG0000051	KLF14	Hs_planula_t.76452
NP_619638.2	Homo_27071	OG0000051	KLF14	Hs_planula_t.91285
NP_945194.1	Homo_25011	OG0000051	SP8	Hs_planula_t.28757
NP_945194.1	Homo_25011	OG0000051	SP8	Hs_planula_t.4738
NP_945194.1	Homo_25011	OG0000051	SP8	Hs_planula_t.47485
NP_945194.1	Homo_25011	OG0000051	SP8	Hs_planula_t.48175
NP_945194.1	Homo_25011	OG0000051	SP8	Hs_planula_t.5285
NP_945194.1	Homo_25011	OG0000051	SP8	Hs_planula_t.74718
NP_945194.1	Homo_25011	OG0000051	SP8	Hs_planula_t.76452
NP_945194.1	Homo_25011	OG0000051	SP8	Hs_planula_t.91285
NP_001003845.1	Homo_9980	OG0000051	SP5	Hs_planula_t.28757
NP_001003845.1	Homo_9980	OG0000051	SP5	Hs_planula_t.4738
NP_001003845.1	Homo_9980	OG0000051	SP5	Hs_planula_t.47485
NP_001003845.1	Homo_9980	OG0000051	SP5	Hs_planula_t.48175
NP_001003845.1	Homo_9980	OG0000051	SP5	Hs_planula_t.5285
NP_001003845.1	Homo_9980	OG0000051	SP5	Hs_planula_t.74718
NP_001003845.1	Homo_9980	OG0000051	SP5	Hs_planula_t.76452
NP_001003845.1	Homo_9980	OG0000051	SP5	Hs_planula_t.91285
NP_057615.3	Homo_16407	OG0000051	KLF3	Hs_planula_t.28757
NP_057615.3	Homo_16407	OG0000051	KLF3	Hs_planula_t.4738
NP_057615.3	Homo_16407	OG0000051	KLF3	Hs_planula_t.47485
NP_057615.3	Homo_16407	OG0000051	KLF3	Hs_planula_t.48175
NP_057615.3	Homo_16407	OG0000051	KLF3	Hs_planula_t.5285
NP_057615.3	Homo_16407	OG0000051	KLF3	Hs_planula_t.74718
NP_057615.3	Homo_16407	OG0000051	KLF3	Hs_planula_t.76452
NP_057615.3	Homo_16407	OG0000051	KLF3	Hs_planula_t.91285
NP_001721.2	Homo_44137	OG0000051	KLF5	Hs_planula_t.28757
NP_001721.2	Homo_44137	OG0000051	KLF5	Hs_planula_t.4738
NP_001721.2	Homo_44137	OG0000051	KLF5	Hs_planula_t.47485
NP_001721.2	Homo_44137	OG0000051	KLF5	Hs_planula_t.48175
NP_001721.2	Homo_44137	OG0000051	KLF5	Hs_planula_t.5285
NP_001721.2	Homo_44137	OG0000051	KLF5	Hs_planula_t.74718
NP_001721.2	Homo_44137	OG0000051	KLF5	Hs_planula_t.76452
NP_001721.2	Homo_44137	OG0000051	KLF5	Hs_planula_t.91285
NP_005646.1	Homo_29324	OG0000051	KLF10	Hs_planula_t.28757
NP_005646.1	Homo_29324	OG0000051	KLF10	Hs_planula_t.4738
NP_005646.1	Homo_29324	OG0000051	KLF10	Hs_planula_t.47485
NP_005646.1	Homo_29324	OG0000051	KLF10	Hs_planula_t.48175
NP_005646.1	Homo_29324	OG0000051	KLF10	Hs_planula_t.5285
NP_005646.1	Homo_29324	OG0000051	KLF10	Hs_planula_t.74718
NP_005646.1	Homo_29324	OG0000051	KLF10	Hs_planula_t.76452
NP_005646.1	Homo_29324	OG0000051	KLF10	Hs_planula_t.91285
NP_001245177.1	Homo_53892	OG0000051	SP6	Hs_planula_t.28757
NP_001245177.1	Homo_53892	OG0000051	SP6	Hs_planula_t.4738
NP_001245177.1	Homo_53892	OG0000051	SP6	Hs_planula_t.47485
NP_001245177.1	Homo_53892	OG0000051	SP6	Hs_planula_t.48175
NP_001245177.1	Homo_53892	OG0000051	SP6	Hs_planula_t.5285
NP_001245177.1	Homo_53892	OG0000051	SP6	Hs_planula_t.74718
NP_001245177.1	Homo_53892	OG0000051	SP6	Hs_planula_t.76452
NP_001245177.1	Homo_53892	OG0000051	SP6	Hs_planula_t.91285
NP_001257873.1	Homo_10712	OG0000051	KLF7	Hs_planula_t.28757
NP_001257873.1	Homo_10712	OG0000051	KLF7	Hs_planula_t.4738
NP_001257873.1	Homo_10712	OG0000051	KLF7	Hs_planula_t.47485
NP_001257873.1	Homo_10712	OG0000051	KLF7	Hs_planula_t.48175
NP_001257873.1	Homo_10712	OG0000051	KLF7	Hs_planula_t.5285
NP_001257873.1	Homo_10712	OG0000051	KLF7	Hs_planula_t.74718
NP_001257873.1	Homo_10712	OG0000051	KLF7	Hs_planula_t.76452
NP_001257873.1	Homo_10712	OG0000051	KLF7	Hs_planula_t.91285
NP_001300981.1	Homo_31516	OG0000051	KLF4	Hs_planula_t.28757
NP_001300981.1	Homo_31516	OG0000051	KLF4	Hs_planula_t.4738
NP_001300981.1	Homo_31516	OG0000051	KLF4	Hs_planula_t.47485
NP_001300981.1	Homo_31516	OG0000051	KLF4	Hs_planula_t.48175
NP_001300981.1	Homo_31516	OG0000051	KLF4	Hs_planula_t.5285
NP_001300981.1	Homo_31516	OG0000051	KLF4	Hs_planula_t.74718
NP_001300981.1	Homo_31516	OG0000051	KLF4	Hs_planula_t.76452
NP_001300981.1	Homo_31516	OG0000051	KLF4	Hs_planula_t.91285
NP_009015.1	Homo_44275	OG0000060	SOX21	Hs_planula_t.15488
NP_009015.1	Homo_44275	OG0000060	SOX21	Hs_planula_t.27031
NP_009015.1	Homo_44275	OG0000060	SOX21	Hs_planula_t.30510
NP_009015.1	Homo_44275	OG0000060	SOX21	Hs_planula_t.37584
NP_009015.1	Homo_44275	OG0000060	SOX21	Hs_planula_t.47554
NP_009015.1	Homo_44275	OG0000060	SOX21	Hs_planula_t.48675
NP_009015.1	Homo_44275	OG0000060	SOX21	Hs_planula_t.49674
NP_009015.1	Homo_44275	OG0000060	SOX21	Hs_planula_t.62380
NP_009015.1	Homo_44275	OG0000060	SOX21	Hs_planula_t.82433
NP_009015.1	Homo_44275	OG0000060	SOX21	Hs_planula_t.91819
NP_055940.3	Homo_59129	OG0000060	CIC	Hs_planula_t.15488
NP_055940.3	Homo_59129	OG0000060	CIC	Hs_planula_t.27031
NP_055940.3	Homo_59129	OG0000060	CIC	Hs_planula_t.30510
NP_055940.3	Homo_59129	OG0000060	CIC	Hs_planula_t.37584
NP_055940.3	Homo_59129	OG0000060	CIC	Hs_planula_t.47554
NP_055940.3	Homo_59129	OG0000060	CIC	Hs_planula_t.48675
NP_055940.3	Homo_59129	OG0000060	CIC	Hs_planula_t.49674
NP_055940.3	Homo_59129	OG0000060	CIC	Hs_planula_t.62380
NP_055940.3	Homo_59129	OG0000060	CIC	Hs_planula_t.82433
NP_055940.3	Homo_59129	OG0000060	CIC	Hs_planula_t.91819
NP_055402.2	Homo_48854	OG0000060	SOX8	Hs_planula_t.15488
NP_055402.2	Homo_48854	OG0000060	SOX8	Hs_planula_t.27031
NP_055402.2	Homo_48854	OG0000060	SOX8	Hs_planula_t.30510
NP_055402.2	Homo_48854	OG0000060	SOX8	Hs_planula_t.37584
NP_055402.2	Homo_48854	OG0000060	SOX8	Hs_planula_t.47554
NP_055402.2	Homo_48854	OG0000060	SOX8	Hs_planula_t.48675
NP_055402.2	Homo_48854	OG0000060	SOX8	Hs_planula_t.49674
NP_055402.2	Homo_48854	OG0000060	SOX8	Hs_planula_t.62380
NP_055402.2	Homo_48854	OG0000060	SOX8	Hs_planula_t.82433
NP_055402.2	Homo_48854	OG0000060	SOX8	Hs_planula_t.91819
NP_060889.1	Homo_62640	OG0000060	SOX18	Hs_planula_t.15488
NP_060889.1	Homo_62640	OG0000060	SOX18	Hs_planula_t.27031
NP_060889.1	Homo_62640	OG0000060	SOX18	Hs_planula_t.30510
NP_060889.1	Homo_62640	OG0000060	SOX18	Hs_planula_t.37584
NP_060889.1	Homo_62640	OG0000060	SOX18	Hs_planula_t.47554
NP_060889.1	Homo_62640	OG0000060	SOX18	Hs_planula_t.48675
NP_060889.1	Homo_62640	OG0000060	SOX18	Hs_planula_t.49674
NP_060889.1	Homo_62640	OG0000060	SOX18	Hs_planula_t.62380
NP_060889.1	Homo_62640	OG0000060	SOX18	Hs_planula_t.82433
NP_060889.1	Homo_62640	OG0000060	SOX18	Hs_planula_t.91819
NP_071899.1	Homo_28673	OG0000060	SOX17	Hs_planula_t.15488
NP_071899.1	Homo_28673	OG0000060	SOX17	Hs_planula_t.27031
NP_071899.1	Homo_28673	OG0000060	SOX17	Hs_planula_t.30510
NP_071899.1	Homo_28673	OG0000060	SOX17	Hs_planula_t.37584
NP_071899.1	Homo_28673	OG0000060	SOX17	Hs_planula_t.47554
NP_071899.1	Homo_28673	OG0000060	SOX17	Hs_planula_t.48675
NP_071899.1	Homo_28673	OG0000060	SOX17	Hs_planula_t.49674
NP_071899.1	Homo_28673	OG0000060	SOX17	Hs_planula_t.62380
NP_071899.1	Homo_28673	OG0000060	SOX17	Hs_planula_t.82433
